,Material type,Elements,Ionic radius,Core size (nm),Hydro size (nm),Surface charge (mV),Surface area (m2/g),Cell type,Exposure dose (ug/mL),Topological polar surface area (Å²),a (Å),b (Å),c (Å),α (°),β (°),γ (°),Density (g/cm3),Viability (%),cell_line,cell_species,cell_origin,time,toxicity,average electronegativity,Molecular weight (g/mol),Number of atoms
1304,TiO2,Ti,68.0,33.7,303.0,-25.3,42.5,1,10.0,34.1,4.664,4.664,2.966,90,90,90,4.13,75.6749,,,,,,2.8066666666666666,79.8658,3.0
1305,TiO2,Ti,68.0,33.7,308.0,-25.3,42.5,1,0.1,34.1,4.664,4.664,2.966,90,90,90,4.13,107.3156,,,,,,2.8066666666666666,79.8658,3.0
1306,TiO2,Ti,68.0,33.7,308.0,-25.3,42.5,1,1.0,34.1,4.664,4.664,2.966,90,90,90,4.13,116.3194,,,,,,2.8066666666666666,79.8658,3.0
1307,TiO2,Ti,68.0,33.7,308.0,-25.3,42.5,1,10.0,34.1,4.664,4.664,2.966,90,90,90,4.13,90.5247,,,,,,2.8066666666666666,79.8658,3.0
1308,TiO2,Ti,68.0,33.7,308.0,-25.3,42.5,1,100.0,34.1,4.664,4.664,2.966,90,90,90,4.13,116.8061,,,,,,2.8066666666666666,79.8658,3.0
1309,TiO2,Ti,68.0,33.7,308.0,-25.3,42.5,1,0.1,34.1,4.664,4.664,2.966,90,90,90,4.13,100.0152,,,,,,2.8066666666666666,79.8658,3.0
1310,TiO2,Ti,68.0,33.7,308.0,-25.3,42.5,1,1.0,34.1,4.664,4.664,2.966,90,90,90,4.13,86.1445,,,,,,2.8066666666666666,79.8658,3.0
1311,TiO2,Ti,68.0,33.7,308.0,-25.3,42.5,1,10.0,34.1,4.664,4.664,2.966,90,90,90,4.13,86.0837,,,,,,2.8066666666666666,79.8658,3.0
1312,TiO2,Ti,68.0,33.7,308.0,-25.3,42.5,1,100.0,34.1,4.664,4.664,2.966,90,90,90,4.13,106.5856,,,,,,2.8066666666666666,79.8658,3.0
1313,TiO2,Ti,68.0,33.7,303.0,-25.3,42.5,1,0.1,34.1,4.664,4.664,2.966,90,90,90,4.13,103.6437,,,,,,2.8066666666666666,79.8658,3.0
1314,TiO2,Ti,68.0,33.7,303.0,-25.3,42.5,1,1.0,34.1,4.664,4.664,2.966,90,90,90,4.13,99.1734,,,,,,2.8066666666666666,79.8658,3.0
1315,TiO2,Ti,68.0,33.7,303.0,-25.3,42.5,1,10.0,34.1,4.664,4.664,2.966,90,90,90,4.13,104.3185,,,,,,2.8066666666666666,79.8658,3.0
1316,TiO2,Ti,68.0,33.7,303.0,-25.3,42.5,1,100.0,34.1,4.664,4.664,2.966,90,90,90,4.13,83.3333,,,,,,2.8066666666666666,79.8658,3.0
1317,TiO2,Ti,68.0,33.7,303.0,-25.3,42.5,1,0.1,34.1,4.664,4.664,2.966,90,90,90,4.13,93.8597,,,,,,2.8066666666666666,79.8658,3.0
1318,TiO2,Ti,68.0,33.7,303.0,-25.3,42.5,1,1.0,34.1,4.664,4.664,2.966,90,90,90,4.13,90.2159,,,,,,2.8066666666666666,79.8658,3.0
1319,TiO2,Ti,68.0,33.7,303.0,-25.3,42.5,1,10.0,34.1,4.664,4.664,2.966,90,90,90,4.13,101.9568,,,,,,2.8066666666666666,79.8658,3.0
1320,TiO2,Ti,68.0,33.7,308.0,-25.3,42.5,1,0.1,34.1,4.664,4.664,2.966,90,90,90,4.13,106.0908,,,,,,2.8066666666666666,79.8658,3.0
1321,TiO2,Ti,68.0,33.7,308.0,-25.3,42.5,1,1.0,34.1,4.664,4.664,2.966,90,90,90,4.13,101.839,,,,,,2.8066666666666666,79.8658,3.0
1322,TiO2,Ti,68.0,33.7,308.0,-25.3,42.5,1,10.0,34.1,4.664,4.664,2.966,90,90,90,4.13,103.9649,,,,,,2.8066666666666666,79.8658,3.0
1323,TiO2,Ti,68.0,33.7,308.0,-25.3,42.5,1,100.0,34.1,4.664,4.664,2.966,90,90,90,4.13,124.7174,,,,,,2.8066666666666666,79.8658,3.0
1324,TiO2,Ti,68.0,33.7,308.0,-25.3,42.5,1,0.1,34.1,4.664,4.664,2.966,90,90,90,4.13,116.2139,,,,,,2.8066666666666666,79.8658,3.0
1325,TiO2,Ti,68.0,33.7,308.0,-25.3,42.5,1,1.0,34.1,4.664,4.664,2.966,90,90,90,4.13,91.4122,,,,,,2.8066666666666666,79.8658,3.0
1326,TiO2,Ti,68.0,33.7,308.0,-25.3,42.5,1,10.0,34.1,4.664,4.664,2.966,90,90,90,4.13,93.0319,,,,,,2.8066666666666666,79.8658,3.0
1327,TiO2,Ti,68.0,33.7,308.0,-25.3,42.5,1,100.0,34.1,4.664,4.664,2.966,90,90,90,4.13,105.9895,,,,,,2.8066666666666666,79.8658,3.0
1328,ZnO,Zn,74.0,45.3,310.0,32.7,21.3,0,0.001,17.1,3.289,3.289,5.307,90,90,120,5.44,93.5233,,,,,,2.545,81.4084,2.0
1329,ZnO,Zn,74.0,45.3,310.0,32.7,21.3,0,0.01,17.1,3.289,3.289,5.307,90,90,120,5.44,98.7047,,,,,,2.545,81.4084,2.0
1330,ZnO,Zn,74.0,45.3,310.0,32.7,21.3,0,0.1,17.1,3.289,3.289,5.307,90,90,120,5.44,97.4093,,,,,,2.545,81.4084,2.0
1331,ZnO,Zn,74.0,45.3,310.0,32.7,21.3,0,1.0,17.1,3.289,3.289,5.307,90,90,120,5.44,97.9275,,,,,,2.545,81.4084,2.0
1332,ZnO,Zn,74.0,45.3,310.0,32.7,21.3,0,5.0,17.1,3.289,3.289,5.307,90,90,120,5.44,72.2798,,,,,,2.545,81.4084,2.0
1333,ZnO,Zn,74.0,45.3,310.0,32.7,21.3,0,10.0,17.1,3.289,3.289,5.307,90,90,120,5.44,62.4352,,,,,,2.545,81.4084,2.0
1334,ZnO,Zn,74.0,45.3,310.0,32.7,21.3,0,20.0,17.1,3.289,3.289,5.307,90,90,120,5.44,43.7824,,,,,,2.545,81.4084,2.0
1335,ZnO,Zn,74.0,45.3,310.0,32.7,21.3,0,50.0,17.1,3.289,3.289,5.307,90,90,120,5.44,28.7565,,,,,,2.545,81.4084,2.0
1336,ZnO,Zn,74.0,45.3,310.0,32.7,21.3,0,100.0,17.1,3.289,3.289,5.307,90,90,120,5.44,22.5389,,,,,,2.545,81.4084,2.0
1337,ZnO,Zn,74.0,45.3,310.0,32.7,21.3,0,0.001,17.1,3.289,3.289,5.307,90,90,120,5.44,96.1039,,,,,,2.545,81.4084,2.0
1338,ZnO,Zn,74.0,45.3,310.0,32.7,21.3,0,0.01,17.1,3.289,3.289,5.307,90,90,120,5.44,98.1818,,,,,,2.545,81.4084,2.0
1339,ZnO,Zn,74.0,45.3,310.0,32.7,21.3,0,0.1,17.1,3.289,3.289,5.307,90,90,120,5.44,101.039,,,,,,2.545,81.4084,2.0
1340,ZnO,Zn,74.0,45.3,310.0,32.7,21.3,0,1.0,17.1,3.289,3.289,5.307,90,90,120,5.44,99.2208,,,,,,2.545,81.4084,2.0
1341,ZnO,Zn,74.0,45.3,310.0,32.7,21.3,0,5.0,17.1,3.289,3.289,5.307,90,90,120,5.44,92.7273,,,,,,2.545,81.4084,2.0
1342,ZnO,Zn,74.0,45.3,310.0,32.7,21.3,0,10.0,17.1,3.289,3.289,5.307,90,90,120,5.44,75.3247,,,,,,2.545,81.4084,2.0
1343,ZnO,Zn,74.0,45.3,310.0,32.7,21.3,0,20.0,17.1,3.289,3.289,5.307,90,90,120,5.44,64.1558,,,,,,2.545,81.4084,2.0
1344,ZnO,Zn,74.0,45.3,310.0,32.7,21.3,0,50.0,17.1,3.289,3.289,5.307,90,90,120,5.44,36.6234,,,,,,2.545,81.4084,2.0
1345,ZnO,Zn,74.0,45.3,310.0,32.7,21.3,0,100.0,17.1,3.289,3.289,5.307,90,90,120,5.44,33.5065,,,,,,2.545,81.4084,2.0
1346,ZnO,Zn,74.0,115.0,360.0,-10.0,14.4,0,10.0,17.1,3.289,3.289,5.307,90,90,120,5.44,105.62,,,,,,2.545,81.4084,2.0
1347,ZnO,Zn,74.0,115.0,360.0,-10.0,14.4,0,20.0,17.1,3.289,3.289,5.307,90,90,120,5.44,108.74,,,,,,2.545,81.4084,2.0
1348,ZnO,Zn,74.0,115.0,360.0,-10.0,14.4,0,30.0,17.1,3.289,3.289,5.307,90,90,120,5.44,36.16,,,,,,2.545,81.4084,2.0
1349,ZnO,Zn,74.0,115.0,360.0,-10.0,14.4,0,50.0,17.1,3.289,3.289,5.307,90,90,120,5.44,27.54,,,,,,2.545,81.4084,2.0
1350,ZnO,Zn,74.0,115.0,360.0,-10.0,14.4,0,80.0,17.1,3.289,3.289,5.307,90,90,120,5.44,30.17,,,,,,2.545,81.4084,2.0
1351,ZnO,Zn,74.0,115.0,500.0,-9.0,14.5,0,10.0,17.1,3.289,3.289,5.307,90,90,120,5.44,92.69,,,,,,2.545,81.4084,2.0
1352,ZnO,Zn,74.0,115.0,500.0,-9.0,14.5,0,20.0,17.1,3.289,3.289,5.307,90,90,120,5.44,106.1,,,,,,2.545,81.4084,2.0
1353,ZnO,Zn,74.0,115.0,500.0,-9.0,14.5,0,30.0,17.1,3.289,3.289,5.307,90,90,120,5.44,52.93,,,,,,2.545,81.4084,2.0
1354,ZnO,Zn,74.0,115.0,500.0,-9.0,14.5,0,50.0,17.1,3.289,3.289,5.307,90,90,120,5.44,28.26,,,,,,2.545,81.4084,2.0
1355,ZnO,Zn,74.0,115.0,500.0,-9.0,14.5,0,80.0,17.1,3.289,3.289,5.307,90,90,120,5.44,29.46,,,,,,2.545,81.4084,2.0
1356,ZnO,Zn,74.0,115.0,360.0,-10.0,14.4,0,10.0,17.1,3.289,3.289,5.307,90,90,120,5.44,100.0,,,,,,2.545,81.4084,2.0
1357,ZnO,Zn,74.0,115.0,360.0,-10.0,14.4,0,20.0,17.1,3.289,3.289,5.307,90,90,120,5.44,98.12,,,,,,2.545,81.4084,2.0
1358,ZnO,Zn,74.0,115.0,360.0,-10.0,14.4,0,30.0,17.1,3.289,3.289,5.307,90,90,120,5.44,20.14,,,,,,2.545,81.4084,2.0
1359,ZnO,Zn,74.0,115.0,360.0,-10.0,14.4,0,50.0,17.1,3.289,3.289,5.307,90,90,120,5.44,-1.43,,,,,,2.545,81.4084,2.0
1360,ZnO,Zn,74.0,115.0,360.0,-10.0,14.4,0,80.0,17.1,3.289,3.289,5.307,90,90,120,5.44,2.877,,,,,,2.545,81.4084,2.0
1361,ZnO,Zn,74.0,115.0,500.0,-9.0,14.5,0,10.0,17.1,3.289,3.289,5.307,90,90,120,5.44,106.76,,,,,,2.545,81.4084,2.0
1362,ZnO,Zn,74.0,115.0,500.0,-9.0,14.5,0,20.0,17.1,3.289,3.289,5.307,90,90,120,5.44,101.58,,,,,,2.545,81.4084,2.0
1363,ZnO,Zn,74.0,115.0,500.0,-9.0,14.5,0,30.0,17.1,3.289,3.289,5.307,90,90,120,5.44,26.76,,,,,,2.545,81.4084,2.0
1364,ZnO,Zn,74.0,115.0,500.0,-9.0,14.5,0,50.0,17.1,3.289,3.289,5.307,90,90,120,5.44,1.438,,,,,,2.545,81.4084,2.0
1365,ZnO,Zn,74.0,115.0,500.0,-9.0,14.5,0,80.0,17.1,3.289,3.289,5.307,90,90,120,5.44,1.35,,,,,,2.545,81.4084,2.0
1366,ZnO,Zn,74.0,60.0,329.0,-9.3,7.34,1,0.0,17.1,3.289,3.289,5.307,90,90,120,5.44,100.0,,,,,,2.545,81.4084,2.0
1367,ZnO,Zn,74.0,60.0,329.0,-9.3,7.34,1,5.0,17.1,3.289,3.289,5.307,90,90,120,5.44,97.2081,,,,,,2.545,81.4084,2.0
1368,ZnO,Zn,74.0,60.0,329.0,-9.3,7.34,1,10.0,17.1,3.289,3.289,5.307,90,90,120,5.44,99.3638,,,,,,2.545,81.4084,2.0
1369,ZnO,Zn,74.0,60.0,329.0,-9.3,7.34,1,20.0,17.1,3.289,3.289,5.307,90,90,120,5.44,79.7573,,,,,,2.545,81.4084,2.0
1370,ZnO,Zn,74.0,60.0,329.0,-9.3,7.34,1,40.0,17.1,3.289,3.289,5.307,90,90,120,5.44,31.6136,,,,,,2.545,81.4084,2.0
1371,ZnO,Zn,74.0,60.0,329.0,-9.3,7.34,1,80.0,17.1,3.289,3.289,5.307,90,90,120,5.44,15.2919,,,,,,2.545,81.4084,2.0
1372,ZnO,Zn,74.0,60.0,320.0,-7.5,7.34,1,0.0,17.1,3.289,3.289,5.307,90,90,120,5.44,100.0,,,,,,2.545,81.4084,2.0
1373,ZnO,Zn,74.0,60.0,320.0,-7.5,7.34,1,5.0,17.1,3.289,3.289,5.307,90,90,120,5.44,99.0558,,,,,,2.545,81.4084,2.0
1374,ZnO,Zn,74.0,60.0,320.0,-7.5,7.34,1,10.0,17.1,3.289,3.289,5.307,90,90,120,5.44,91.6649,,,,,,2.545,81.4084,2.0
1375,ZnO,Zn,74.0,60.0,320.0,-7.5,7.34,1,20.0,17.1,3.289,3.289,5.307,90,90,120,5.44,38.9018,,,,,,2.545,81.4084,2.0
1376,ZnO,Zn,74.0,60.0,320.0,-7.5,7.34,1,40.0,17.1,3.289,3.289,5.307,90,90,120,5.44,23.9147,,,,,,2.545,81.4084,2.0
1377,ZnO,Zn,74.0,60.0,320.0,-7.5,7.34,1,80.0,17.1,3.289,3.289,5.307,90,90,120,5.44,10.8779,,,,,,2.545,81.4084,2.0
1378,ZnO,Zn,74.0,60.0,936.0,-2.4,7.34,1,0.0,17.1,3.289,3.289,5.307,90,90,120,5.44,100.0,,,,,,2.545,81.4084,2.0
1379,ZnO,Zn,74.0,60.0,936.0,-2.4,7.34,1,5.0,17.1,3.289,3.289,5.307,90,90,120,5.44,97.6187,,,,,,2.545,81.4084,2.0
1380,ZnO,Zn,74.0,60.0,936.0,-2.4,7.34,1,10.0,17.1,3.289,3.289,5.307,90,90,120,5.44,81.297,,,,,,2.545,81.4084,2.0
1381,ZnO,Zn,74.0,60.0,936.0,-2.4,7.34,1,20.0,17.1,3.289,3.289,5.307,90,90,120,5.44,23.4014,,,,,,2.545,81.4084,2.0
1382,ZnO,Zn,74.0,60.0,936.0,-2.4,7.34,1,40.0,17.1,3.289,3.289,5.307,90,90,120,5.44,9.8514,,,,,,2.545,81.4084,2.0
1383,ZnO,Zn,74.0,60.0,936.0,-2.4,7.34,1,80.0,17.1,3.289,3.289,5.307,90,90,120,5.44,10.9805,,,,,,2.545,81.4084,2.0
1384,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,0.0,17.1,3.289,3.289,5.307,90,90,120,5.44,100.2654,,,,,,2.545,81.4084,2.0
1385,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,10.0,17.1,3.289,3.289,5.307,90,90,120,5.44,96.4053,,,,,,2.545,81.4084,2.0
1386,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,15.0,17.1,3.289,3.289,5.307,90,90,120,5.44,100.5549,,,,,,2.545,81.4084,2.0
1387,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,20.0,17.1,3.289,3.289,5.307,90,90,120,5.44,82.0748,,,,,,2.545,81.4084,2.0
1388,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,25.0,17.1,3.289,3.289,5.307,90,90,120,5.44,63.3293,,,,,,2.545,81.4084,2.0
1389,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,30.0,17.1,3.289,3.289,5.307,90,90,120,5.44,60.0724,,,,,,2.545,81.4084,2.0
1390,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,35.0,17.1,3.289,3.289,5.307,90,90,120,5.44,59.6381,,,,,,2.545,81.4084,2.0
1391,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,40.0,17.1,3.289,3.289,5.307,90,90,120,5.44,63.9807,,,,,,2.545,81.4084,2.0
1392,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,80.0,17.1,3.289,3.289,5.307,90,90,120,5.44,55.6333,,,,,,2.545,81.4084,2.0
1393,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,0.0,17.1,3.289,3.289,5.307,90,90,120,5.44,100.4584,,,,,,2.545,81.4084,2.0
1394,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,10.0,17.1,3.289,3.289,5.307,90,90,120,5.44,105.4524,,,,,,2.545,81.4084,2.0
1395,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,15.0,17.1,3.289,3.289,5.307,90,90,120,5.44,100.6755,,,,,,2.545,81.4084,2.0
1396,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,20.0,17.1,3.289,3.289,5.307,90,90,120,5.44,93.2207,,,,,,2.545,81.4084,2.0
1397,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,25.0,17.1,3.289,3.289,5.307,90,90,120,5.44,75.8987,,,,,,2.545,81.4084,2.0
1398,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,30.0,17.1,3.289,3.289,5.307,90,90,120,5.44,71.2666,,,,,,2.545,81.4084,2.0
1399,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,35.0,17.1,3.289,3.289,5.307,90,90,120,5.44,69.5296,,,,,,2.545,81.4084,2.0
1400,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,40.0,17.1,3.289,3.289,5.307,90,90,120,5.44,69.9156,,,,,,2.545,81.4084,2.0
1401,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,80.0,17.1,3.289,3.289,5.307,90,90,120,5.44,49.9397,,,,,,2.545,81.4084,2.0
1402,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,0.0,17.1,3.289,3.289,5.307,90,90,120,5.44,100.6514,,,,,,2.545,81.4084,2.0
1403,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,10.0,17.1,3.289,3.289,5.307,90,90,120,5.44,104.994,,,,,,2.545,81.4084,2.0
1404,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,15.0,17.1,3.289,3.289,5.307,90,90,120,5.44,101.0374,,,,,,2.545,81.4084,2.0
1405,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,20.0,17.1,3.289,3.289,5.307,90,90,120,5.44,105.38,,,,,,2.545,81.4084,2.0
1406,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,25.0,17.1,3.289,3.289,5.307,90,90,120,5.44,76.6224,,,,,,2.545,81.4084,2.0
1407,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,30.0,17.1,3.289,3.289,5.307,90,90,120,5.44,59.8311,,,,,,2.545,81.4084,2.0
1408,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,35.0,17.1,3.289,3.289,5.307,90,90,120,5.44,55.9711,,,,,,2.545,81.4084,2.0
1409,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,40.0,17.1,3.289,3.289,5.307,90,90,120,5.44,53.6309,,,,,,2.545,81.4084,2.0
1410,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,80.0,17.1,3.289,3.289,5.307,90,90,120,5.44,60.2171,,,,,,2.545,81.4084,2.0
1411,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,0.0,17.1,3.289,3.289,5.307,90,90,120,5.44,100.5066,,,,,,2.545,81.4084,2.0
1412,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,10.0,17.1,3.289,3.289,5.307,90,90,120,5.44,101.9783,,,,,,2.545,81.4084,2.0
1413,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,15.0,17.1,3.289,3.289,5.307,90,90,120,5.44,92.5694,,,,,,2.545,81.4084,2.0
1414,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,20.0,17.1,3.289,3.289,5.307,90,90,120,5.44,86.4897,,,,,,2.545,81.4084,2.0
1415,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,25.0,17.1,3.289,3.289,5.307,90,90,120,5.44,64.994,,,,,,2.545,81.4084,2.0
1416,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,30.0,17.1,3.289,3.289,5.307,90,90,120,5.44,57.0808,,,,,,2.545,81.4084,2.0
1417,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,35.0,17.1,3.289,3.289,5.307,90,90,120,5.44,57.0326,,,,,,2.545,81.4084,2.0
1418,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,40.0,17.1,3.289,3.289,5.307,90,90,120,5.44,50.2292,,,,,,2.545,81.4084,2.0
1419,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,80.0,17.1,3.289,3.289,5.307,90,90,120,5.44,61.7732,,,,,,2.545,81.4084,2.0
1420,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,0.0,17.1,3.289,3.289,5.307,90,90,120,5.44,100.1351,,,,,,2.545,81.4084,2.0
1421,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,10.0,17.1,3.289,3.289,5.307,90,90,120,5.44,77.2072,,,,,,2.545,81.4084,2.0
1422,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,15.0,17.1,3.289,3.289,5.307,90,90,120,5.44,71.6667,,,,,,2.545,81.4084,2.0
1423,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,20.0,17.1,3.289,3.289,5.307,90,90,120,5.44,55.8446,,,,,,2.545,81.4084,2.0
1424,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,25.0,17.1,3.289,3.289,5.307,90,90,120,5.44,9.8311,,,,,,2.545,81.4084,2.0
1425,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,30.0,17.1,3.289,3.289,5.307,90,90,120,5.44,8.5811,,,,,,2.545,81.4084,2.0
1426,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,35.0,17.1,3.289,3.289,5.307,90,90,120,5.44,7.2973,,,,,,2.545,81.4084,2.0
1427,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,40.0,17.1,3.289,3.289,5.307,90,90,120,5.44,7.0721,,,,,,2.545,81.4084,2.0
1428,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,0.0,17.1,3.289,3.289,5.307,90,90,120,5.44,100.1126,,,,,,2.545,81.4084,2.0
1429,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,10.0,17.1,3.289,3.289,5.307,90,90,120,5.44,79.8649,,,,,,2.545,81.4084,2.0
1430,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,15.0,17.1,3.289,3.289,5.307,90,90,120,5.44,80.4054,,,,,,2.545,81.4084,2.0
1431,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,20.0,17.1,3.289,3.289,5.307,90,90,120,5.44,73.0405,,,,,,2.545,81.4084,2.0
1432,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,25.0,17.1,3.289,3.289,5.307,90,90,120,5.44,15.1351,,,,,,2.545,81.4084,2.0
1433,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,30.0,17.1,3.289,3.289,5.307,90,90,120,5.44,11.7568,,,,,,2.545,81.4084,2.0
1434,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,35.0,17.1,3.289,3.289,5.307,90,90,120,5.44,9.7973,,,,,,2.545,81.4084,2.0
1435,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,40.0,17.1,3.289,3.289,5.307,90,90,120,5.44,8.8514,,,,,,2.545,81.4084,2.0
1436,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,80.0,17.1,3.289,3.289,5.307,90,90,120,5.44,-3.8739,,,,,,2.545,81.4084,2.0
1437,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,0.0,17.1,3.289,3.289,5.307,90,90,120,5.44,100.2027,,,,,,2.545,81.4084,2.0
1438,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,10.0,17.1,3.289,3.289,5.307,90,90,120,5.44,95.6081,,,,,,2.545,81.4084,2.0
1439,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,15.0,17.1,3.289,3.289,5.307,90,90,120,5.44,86.2162,,,,,,2.545,81.4084,2.0
1440,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,20.0,17.1,3.289,3.289,5.307,90,90,120,5.44,81.0811,,,,,,2.545,81.4084,2.0
1441,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,25.0,17.1,3.289,3.289,5.307,90,90,120,5.44,72.3649,,,,,,2.545,81.4084,2.0
1442,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,30.0,17.1,3.289,3.289,5.307,90,90,120,5.44,68.0405,,,,,,2.545,81.4084,2.0
1443,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,35.0,17.1,3.289,3.289,5.307,90,90,120,5.44,60.7432,,,,,,2.545,81.4084,2.0
1444,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,40.0,17.1,3.289,3.289,5.307,90,90,120,5.44,56.6892,,,,,,2.545,81.4084,2.0
1445,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,80.0,17.1,3.289,3.289,5.307,90,90,120,5.44,30.0,,,,,,2.545,81.4084,2.0
1446,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,0.0,17.1,3.289,3.289,5.307,90,90,120,5.44,100.2703,,,,,,2.545,81.4084,2.0
1447,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,10.0,17.1,3.289,3.289,5.307,90,90,120,5.44,97.3649,,,,,,2.545,81.4084,2.0
1448,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,15.0,17.1,3.289,3.289,5.307,90,90,120,5.44,90.8784,,,,,,2.545,81.4084,2.0
1449,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,20.0,17.1,3.289,3.289,5.307,90,90,120,5.44,89.6622,,,,,,2.545,81.4084,2.0
1450,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,25.0,17.1,3.289,3.289,5.307,90,90,120,5.44,76.8018,,,,,,2.545,81.4084,2.0
1451,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,30.0,17.1,3.289,3.289,5.307,90,90,120,5.44,71.036,,,,,,2.545,81.4084,2.0
1452,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,35.0,17.1,3.289,3.289,5.307,90,90,120,5.44,64.6396,,,,,,2.545,81.4084,2.0
1453,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,40.0,17.1,3.289,3.289,5.307,90,90,120,5.44,61.6667,,,,,,2.545,81.4084,2.0
1454,ZnO,Zn,74.0,100.0,273.4,-11.7,20.0,1,80.0,17.1,3.289,3.289,5.307,90,90,120,5.44,48.2432,,,,,,2.545,81.4084,2.0
1455,ZnO,Zn,74.0,86.0,687.0,31.3,7.0,1,0.0,17.1,3.289,3.289,5.307,90,90,120,5.44,101.5007,,,,,,2.545,81.4084,2.0
1456,ZnO,Zn,74.0,86.0,687.0,31.3,7.0,1,1.56,17.1,3.289,3.289,5.307,90,90,120,5.44,91.678,,,,,,2.545,81.4084,2.0
1457,ZnO,Zn,74.0,86.0,687.0,31.3,7.0,1,3.13,17.1,3.289,3.289,5.307,90,90,120,5.44,87.4215,,,,,,2.545,81.4084,2.0
1458,ZnO,Zn,74.0,86.0,687.0,31.3,7.0,1,6.25,17.1,3.289,3.289,5.307,90,90,120,5.44,67.94,,,,,,2.545,81.4084,2.0
1459,ZnO,Zn,74.0,86.0,687.0,31.3,7.0,1,12.5,17.1,3.289,3.289,5.307,90,90,120,5.44,4.7476,,,,,,2.545,81.4084,2.0
